Mon Jun 02 22:50:18 2014    myapp.profile

         1958925 function calls (1913440 primitive calls) in 46.786 seconds

   Ordered by: cumulative time, internal time, call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1293    0.006    0.000    0.006    0.000 {method 'register_event_type' of 'kivy._event.EventDispatcher' objects}
       30    0.001    0.000    0.006    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:186(on_mouse_press)
      104    0.002    0.000    0.006    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:337(move)
       42    0.005    0.000    0.006    0.000 C:\Python27\lib\site-packages\kivy\cache.py:188(_purge_by_timeout)
      310    0.004    0.000    0.006    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:48(__init__)
       44    0.001    0.000    0.006    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1505(_trigger_update_graphics)
     2894    0.006    0.000    0.006    0.000 {abs}
        4    0.000    0.000    0.006    0.001 C:\Python27\lib\site-packages\kivy\lang.py:1300(custom_callback)
      725    0.006    0.000    0.006    0.000 {kivy.graphics.opengl.glClearColor}
        4    0.000    0.000    0.006    0.001 <string>:222(<module>)
     2250    0.006    0.000    0.006    0.000 {min}
      210    0.004    0.000    0.006    0.000 C:\Python27\lib\site-packages\kivy\context.py:67(push)
     1354    0.006    0.000    0.006    0.000 <string>:166(<module>)
     1134    0.006    0.000    0.006    0.000 {method 'rfind' of 'unicode' objects}
        1    0.005    0.005    0.006    0.006 C:\Python27\lib\site-packages\kivy\input\motionevent.py:82(<module>)
      938    0.005    0.000    0.005    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:4(<module>)
      328    0.002    0.000    0.005    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:612(on_touch_move)
      198    0.005    0.000    0.005    0.000 <string>:51(<module>)
      102    0.003    0.000    0.005    0.000 C:\Python27\lib\site-packages\kivy\clock.py:499(unschedule)
     1223    0.005    0.000    0.005    0.000 {method 'add' of 'kivy.graphics.instructions.Canvas' objects}
       19    0.001    0.000    0.005    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:213(on_touch_down)
       67    0.001    0.000    0.005    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:763(on_touch_down)
     2334    0.005    0.000    0.005    0.000 C:\Python27\lib\site-packages\kivy\uix\widget.py:463(to_local)
      290    0.005    0.000    0.005    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:39(<module>)
        6    0.000    0.000    0.005    0.001 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1683(on_size)
      610    0.003    0.000    0.005    0.000 C:\Python27\lib\site-packages\kivy\compat.py:28(<lambda>)
      711    0.005    0.000    0.005    0.000 {method 'add_reload_observer' of 'kivy.graphics.texture.Texture' objects}
     1732    0.005    0.000    0.005    0.000 {id}
      134    0.003    0.000    0.005    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:47(depack)
     1243    0.005    0.000    0.005    0.000 C:\Python27\lib\site-packages\kivy\core\text\__init__.py:535(_set_text_size)
     1074    0.004    0.000    0.004    0.000 C:\Python27\lib\site-packages\kivy\uix\relativelayout.py:228(to_local)
       30    0.001    0.000    0.004    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:151(create_touch)
      180    0.002    0.000    0.004    0.000 C:\Python27\lib\site-packages\kivy\effects\dampedscroll.py:106(on_overscroll)
        1    0.004    0.004    0.004    0.004 C:\Python27\lib\site-packages\kivy\lib\osc\OSC.py:32(<module>)
     1524    0.004    0.000    0.004    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:178(on_touch_move)
        9    0.001    0.000    0.004    0.000 C:\Python27\lib\site-packages\kivy\uix\relativelayout.py:189(do_layout)
      841    0.004    0.000    0.004    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:6(<module>)
        8    0.000    0.000    0.004    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:353(remove_screen)
       59    0.000    0.000    0.004    0.000 C:\Users\Divine\Documents\GitHub\3dl\listitems.py:33(on_touch_down)
        8    0.000    0.000    0.004    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:839(real_remove_widget)
      841    0.004    0.000    0.004    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:7(<module>)
      257    0.002    0.000    0.004    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:335(on_touch_up)
     1168    0.003    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\core\text\__init__.py:532(_get_text_size)
        8    0.000    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\uix\floatlayout.py:118(remove_widget)
      805    0.003    0.000    0.003    0.000 {method 'is_template' of 'kivy.uix._factory.FactoryBase' objects}
       30    0.002    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:157(__init__)
      194    0.003    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:105(<module>)
      866    0.003    0.000    0.003    0.000 {_weakref.proxy}
     1076    0.003    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\context.py:94(get_current_context)
      527    0.003    0.000    0.003    0.000 C:\Python27\lib\weakref.py:245(remove)
      887    0.003    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\clock.py:218(_hash)
      133    0.001    0.000    0.003    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:429(on_touch_up)
       61    0.003    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\core\window\window_pygame.py:404(_pygame_update_modifiers)
     1220    0.003    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\uix\widget.py:212(__self__)
       11    0.002    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1509(_update_graphics)
     1362    0.003    0.000    0.003    0.000 {method 'strip' of 'unicode' objects}
      784    0.002    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\resources.py:25(resource_find)
      194    0.003    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:99(<module>)
       68    0.002    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:2344(_get_text)
        8    0.000    0.000    0.003    0.000 C:\Users\Divine\Documents\GitHub\3dl\listitems.py:96(on_touch_down)
      769    0.003    0.000    0.003    0.000 {sum}
        2    0.000    0.000    0.003    0.001 C:\Python27\lib\sre_compile.py:493(compile)
      294    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x000000001E29D0F0}
      171    0.003    0.000    0.003    0.000 <string>:10(<module>)
      464    0.003    0.000    0.003    0.000 <string>:97(<module>)
      171    0.003    0.000    0.003    0.000 <string>:17(<module>)
        6    0.000    0.000    0.003    0.000 C:\Python27\lib\idlelib\rpc.py:218(asynccall)
       32    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:395(get_cursor_from_index)
     1054    0.002    0.000    0.002    0.000 {method 'rstrip' of 'unicode' objects}
      592    0.002    0.000    0.002    0.000 {method 'pop' of 'list' objects}
       15    0.000    0.000    0.002    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:299(on_touch_down)
      284    0.002    0.000    0.002    0.000 C:\Python27\lib\weakref.py:223(__new__)
      725    0.002    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:558(flip)
      310    0.002    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:99(have_mipmap)
      310    0.002    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:109(add_mipmap)
       10    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:107(__new__)
      141    0.002    0.000    0.002    0.000 <string>:129(<module>)
        7    0.000    0.000    0.002    0.000 C:\Users\Divine\Documents\GitHub\3dl\scroller.py:95(on_height)
       64    0.001    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\clock.py:466(schedule_once)
      191    0.001    0.000    0.002    0.000 <string>:136(<module>)
      724    0.002    0.000    0.002    0.000 {method 'pop' of 'dict' objects}
       16    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1395(_trigger_refresh_text)
      172    0.001    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\metrics.py:139(sp)
       16    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\effects\scroll.py:119(stop)
       25    0.000    0.000    0.002    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:42(on_touch_down)
       30    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:205(on_mouse_release)
      409    0.002    0.000    0.002    0.000 {method 'remove' of 'kivy.graphics.instructions.Canvas' objects}
      404    0.002    0.000    0.002    0.000 {math.ceil}
       77    0.001    0.000    0.002    0.000 C:\Users\Divine\Documents\GitHub\3dl\adapters.py:33(get_data_item)
       57    0.001    0.000    0.002    0.000 <string>:145(<module>)
      454    0.002    0.000    0.002    0.000 {range}
      711    0.002    0.000    0.002    0.000 {method 'flip_vertical' of 'kivy.graphics.texture.Texture' objects}
       15    0.000    0.000    0.002    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:492(on_touch_down)
        1    0.000    0.000    0.002    0.002 C:\Python27\lib\site-packages\kivy\input\postproc\ignorelist.py:26(__init__)
      284    0.002    0.000    0.002    0.000 C:\Python27\lib\weakref.py:228(__init__)
      706    0.002    0.000    0.002    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:182(on_touch_up)
       32    0.001    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:2016(_set_cursor)
      611    0.002    0.000    0.002    0.000 {method 'strip' of 'str' objects}
       57    0.001    0.000    0.002    0.000 <string>:146(<module>)
        1    0.000    0.000    0.002    0.002 C:\Python27\lib\site-packages\kivy\utils.py:64(strtotuple)
       40    0.001    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:328(ungrab)
        6    0.000    0.000    0.002    0.000 C:\Python27\lib\idlelib\rpc.py:321(putmessage)
      310    0.002    0.000    0.002    0.000 {method 'get_buffer' of 'pygame.Surface' objects}
       77    0.001    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\lang.py:1398(<genexpr>)
        1    0.001    0.001    0.002    0.002 C:\Python27\lib\ctypes\wintypes.py:6(<module>)
      470    0.002    0.000    0.002    0.000 <string>:90(<module>)
      189    0.002    0.000    0.002    0.000 <string>:144(<module>)
      470    0.002    0.000    0.002    0.000 <string>:102(<module>)
        8    0.000    0.000    0.002    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:394(on_touch_down)
       61    0.000    0.000    0.002    0.000 <string>:107(<module>)
        1    0.000    0.000    0.002    0.002 C:\Python27\lib\re.py:134(match)
       16    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\animation.py:208(cancel)
       57    0.001    0.000    0.001    0.000 <string>:147(<module>)
       96    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\utils.py:26(boundary)
       30    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:163(remove_touch)
      134    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:285(depack)
      630    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:615(to_widget)
        8    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:348(add_screen)
       15    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\effects\kinetic.py:144(stop)
        1    0.001    0.001    0.001    0.001 C:\Python27\lib\site-packages\kivy\input\postproc\doubletap.py:6(<module>)
        2    0.000    0.000    0.001    0.001 C:\Python27\lib\sre_parse.py:675(parse)
        8    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\animation.py:115(__init__)
      140    0.001    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\adapters.py:30(get_count)
      104    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:58(update_graphics)
        8    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:833(real_add_widget)
      314    0.001    0.000    0.001    0.000 <string>:87(<module>)
       38    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\cache.py:97(get)
        8    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\animation.py:192(start)
      404    0.001    0.000    0.001    0.000 {math.floor}
        8    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:607(on_touch_down)
       50    0.000    0.000    0.001    0.000 <string>:116(<module>)
      133    0.001    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:627(on_touch_up)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\logging\__init__.py:1237(makeRecord)
      278    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\text\__init__.py:478(_set_text)
      292    0.001    0.000    0.001    0.000 <string>:96(<module>)
      3/2    0.000    0.000    0.001    0.001 C:\Python27\lib\sre_parse.py:301(_parse_sub)
       10    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1402(_update_text_options)
        2    0.000    0.000    0.001    0.001 C:\Python27\lib\sre_compile.py:478(_code)
      314    0.001    0.000    0.001    0.000 <string>:88(<module>)
      4/2    0.000    0.000    0.001    0.001 C:\Python27\lib\sre_parse.py:379(_parse)
      314    0.001    0.000    0.001    0.000 <string>:99(<module>)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\logging\__init__.py:242(__init__)
      314    0.001    0.000    0.001    0.000 <string>:100(<module>)
       98    0.001    0.000    0.001    0.000 <string>:156(<module>)
       25    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:892(on_touch_down)
      330    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:255(_get_modifiers)
      292    0.001    0.000    0.001    0.000 <string>:84(<module>)
        1    0.000    0.000    0.001    0.001 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:30(<module>)
      310    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:91(size)
      292    0.001    0.000    0.001    0.000 <string>:85(<module>)
       40    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:297(grab)
       27    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\clock.py:486(schedule_interval)
       30    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:477(on__switch)
      310    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:70(width)
       37    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:696(on_touch_down)
       21    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\effects\scroll.py:110(start)
       16    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\animation.py:289(_clock_uninstall)
      244    0.001    0.000    0.001    0.000 <string>:82(<module>)
      147    0.001    0.000    0.001    0.000 <string>:138(<module>)
       61    0.001    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\listscreen.py:92(_args_converter)
       85    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\text\__init__.py:485(texture_1px)
       19    0.001    0.000    0.001    0.000 {method 'clear' of 'kivy.graphics.instructions.Canvas' objects}
        8    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:517(on_complete)
      4/2    0.000    0.000    0.001    0.000 C:\Python27\lib\sre_compile.py:32(_compile)
      235    0.001    0.000    0.001    0.000 <string>:11(<module>)
   225/69    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\lang.py:1384(get_bases)
      172    0.001    0.000    0.001    0.000 {kivy.properties.dpi2px}
       16    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:284(on_state)
       30    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:144(find_touch)
      164    0.001    0.000    0.001    0.000 {method '_dispatch_input' of 'kivy._bases.EventLoopBase' objects}
       42    0.001    0.000    0.001    0.000 <string>:80(<module>)
       30    0.001    0.000    0.001    0.000 <string>:44(<module>)
      255    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\text\__init__.py:501(height)
      157    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\animation.py:504(out_quad)
      136    0.001    0.000    0.001    0.000 <string>:35(<module>)
        9    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\config.py:317(get)
        2    0.000    0.000    0.001    0.000 C:\Python27\lib\genericpath.py:15(exists)
      147    0.001    0.000    0.001    0.000 <string>:114(<module>)
       24    0.000    0.000    0.001    0.000 C:\Python27\lib\logging\__init__.py:693(acquire)
       38    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1778(_split_smart)
      310    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:84(data)
      176    0.001    0.000    0.001    0.000 <string>:45(<module>)
       30    0.001    0.000    0.001    0.000 C:\Python27\lib\threading.py:146(acquire)
        2    0.001    0.000    0.001    0.000 {nt.stat}
       16    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1690(_get_cursor_pos)
        7    0.000    0.000    0.001    0.000 C:\Python27\lib\ConfigParser.py:355(_get)
      191    0.001    0.000    0.001    0.000 <string>:15(<module>)
        1    0.000    0.000    0.001    0.001 C:\Python27\lib\site-packages\kivy\input\providers\leapfinger.py:4(<module>)
        1    0.000    0.000    0.001    0.001 C:\Python27\lib\site-packages\kivy\input\providers\wm_pen.py:4(<module>)
       27    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:359(cursor_index)
        8    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\animation.py:269(_initialize)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\ConfigParser.py:358(getint)
      191    0.001    0.000    0.001    0.000 <string>:14(<module>)
        2    0.000    0.000    0.001    0.000 C:\Python27\lib\ConfigParser.py:625(items)
      147    0.001    0.000    0.001    0.000 <string>:105(<module>)
        8    0.000    0.000    0.001    0.000 {method 'remove' of 'weakreflist.WeakList' objects}
      105    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\widget.py:309(on_disabled)
      210    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:621(get_root_window)
      211    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:352(_get_rotation)
      134    0.001    0.000    0.001    0.000 <string>:94(<module>)
      171    0.001    0.000    0.001    0.000 <string>:89(<module>)
      102    0.001    0.000    0.001    0.000 {method 'split' of 'unicode' objects}
        2    0.000    0.000    0.001    0.000 C:\Python27\lib\sre_compile.py:178(_compile_charset)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\logging\__init__.py:828(flush)
        1    0.001    0.001    0.001    0.001 {method 'blit_buffer' of 'kivy.graphics.texture.Texture' objects}
       33    0.001    0.000    0.001    0.000 <string>:52(<module>)
        1    0.000    0.000    0.001    0.001 C:\Python27\lib\site-packages\kivy\app.py:795(stop)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\logger.py:188(emit)
        8    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:381(on_state)
       61    0.001    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:732(_get_state)
      106    0.001    0.000    0.001    0.000 <string>:48(<module>)
       24    0.000    0.000    0.001    0.000 C:\Python27\lib\logging\__init__.py:700(release)
       43    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1708(_get_line_options)
       30    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\doubletap.py:35(find_double_tap)
       42    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\clock.py:526(_remove_empty)
       21    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\effects\kinetic.py:117(start)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\cache.py:63(append)
        1    0.000    0.000    0.001    0.001 C:\Users\Divine\Documents\GitHub\3dl\main.py:205(on_stop)
        6    0.001    0.000    0.001    0.000 {method 'send' of '_socket.socket' objects}
       12    0.000    0.000    0.001    0.000 <string>:175(<module>)
        1    0.000    0.000    0.001    0.001 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:682(update_viewport)
       30    0.000    0.000    0.001    0.000 C:\Python27\lib\threading.py:186(release)
       70    0.001    0.000    0.001    0.000 <string>:170(<module>)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\logger.py:175(_write_message)
        2    0.000    0.000    0.001    0.000 C:\Python27\lib\sre_compile.py:207(_optimize_charset)
        8    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\animation.py:283(_clock_install)
       33    0.001    0.000    0.001    0.000 <string>:22(<module>)
        1    0.001    0.001    0.001    0.001 {method 'close' of 'apsw.Connection' objects}
       19    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:172(on_touch_down)
      116    0.000    0.000    0.000    0.000 <string>:37(<module>)
       21    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\label.py:208(on_touch_down)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:713(format)
        9    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\listviews.py:108(on__sizes)
        9    0.000    0.000    0.000    0.000 C:\Python27\lib\ConfigParser.py:590(get)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\ctypes\__init__.py:375(__getattr__)
       42    0.000    0.000    0.000    0.000 <string>:184(<module>)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:863(get_screen)
        8    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\adapters.py:17(on_data)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1365(on_cursor)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:241(Condition)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\logger.py:228(format)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1384(_trigger_refresh_line_options)
       41    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
      116    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      149    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\animation.py:493(linear)
       98    0.000    0.000    0.000    0.000 <string>:47(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\dejitter.py:13(<module>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:219(_acquire_restore)
       42    0.000    0.000    0.000    0.000 <string>:176(<module>)
       98    0.000    0.000    0.000    0.000 <string>:167(<module>)
      106    0.000    0.000    0.000    0.000 <string>:139(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:760(on_close)
        6    0.000    0.000    0.000    0.000 {select.select}
       98    0.000    0.000    0.000    0.000 <string>:42(<module>)
       49    0.000    0.000    0.000    0.000 <string>:27(<module>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:259(__init__)
      106    0.000    0.000    0.000    0.000 <string>:50(<module>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:1216(findCaller)
       32    0.000    0.000    0.000    0.000 {method 'append' of 'weakreflist.WeakList' objects}
      164    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\tripletap.py:8(<module>)
      101    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:935(on_touch_move)
       30    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:78(clear_graphics)
       12    0.000    0.000    0.000    0.000 <string>:60(<module>)
       12    0.000    0.000    0.000    0.000 <string>:177(<module>)
      122    0.000    0.000    0.000    0.000 <string>:95(<module>)
       49    0.000    0.000    0.000    0.000 <string>:46(<module>)
      149    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\animation.py:353(on_progress)
       16    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:481(_double_tap_interval)
       30    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\tripletap.py:38(find_triple_tap)
      122    0.000    0.000    0.000    0.000 <string>:78(<module>)
       98    0.000    0.000    0.000    0.000 <string>:155(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\modules\__init__.py:207(unregister_window)
       76    0.000    0.000    0.000    0.000 {method 'replace' of 'unicode' objects}
       30    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:418(update_time_end)
       16    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:514(on_state)
      122    0.000    0.000    0.000    0.000 <string>:83(<module>)
       24    0.000    0.000    0.000    0.000 <string>:185(<module>)
        8    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:594(on_state)
       27    0.000    0.000    0.000    0.000 <string>:59(<module>)
        6    0.000    0.000    0.000    0.000 {method 'create_property' of 'kivy._event.EventDispatcher' objects}
       24    0.000    0.000    0.000    0.000 <string>:43(<module>)
       21    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:201(get)
        6    0.000    0.000    0.000    0.000 {cPickle.dumps}
        8    0.000    0.000    0.000    0.000 <string>:26(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\modules\__init__.py:213(update)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\collections.py:187(copy)
      122    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        4    0.000    0.000    0.000    0.000 <string>:124(<module>)
        6    0.000    0.000    0.000    0.000 {method 'flush' of 'file' objects}
       26    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:182(__next)
        4    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\listitems.py:84(on_press)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\retaintouch.py:30(__init__)
       12    0.000    0.000    0.000    0.000 <string>:178(<module>)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\_abcoll.py:526(update)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\collections.py:38(__init__)
       57    0.000    0.000    0.000    0.000 <string>:168(<module>)
       94    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\clock.py:447(get_time)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\shape.py:6(<module>)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:382(cursor_offset)
